Time (hr),Latitude,Longitude,Wind Speed (km/h),Wind Direction (°),Pressure (hPa),Temperature (°C),Humidity (%),Distance from Land (km),Cyclone Category,Cyclone Direction
15,45.387880606379866,146.3206746505769,116.69106565444824,203.21181037228143,1047.51755495693,22.297570851057515,73.39793487985033,448.7811648791182,5,3
14,0.6438413409464658,128.10226517817102,135.44694650977414,358.22938040489066,914.03782226126,27.708017119624948,97.26942163247388,286.9176340015603,1,1
14,70.92982893669958,5.766315630346753,243.94721645748584,272.988481608312,959.2118622289556,12.246005066318908,21.12739990578814,23.91586613955421,4,1
18,78.541695611681,-94.28197411005164,226.23736528717043,348.1615345524445,971.717250350175,39.03021519946749,59.00661039984783,217.8558936123014,2,1
11,55.326769162648105,-110.45379141611178,142.70518181988842,249.5323706361698,1000.8123937866868,-5.574060328043858,99.68254722694223,209.8596112078732,3,3
22,24.406826761473692,163.47144709285715,238.61260142218447,96.85903971328902,998.0958054412694,35.69120156711085,29.737761850073305,424.69681711575055,1,2
19,-35.33022835358604,-107.02202525615247,214.5909750812918,103.49597125441038,1035.9518017071346,22.871155243940866,29.897357620657523,328.3844184015335,2,2
2,86.9300858916398,110.9405919285141,230.21797233195892,296.0871492122079,1025.8009683882497,35.49582480748672,26.96338525220235,132.92589107768848,2,1
4,-40.6554899054511,-47.17072456720658,186.5954469151842,153.97685683080306,908.3059003374268,8.438001129414566,60.62752298250787,350.62745688150346,2,2
18,-53.52175404172241,174.8375451209658,221.530808692399,133.2807096251775,972.9810184514832,31.44993668243872,47.87289579737806,415.69905153077343,5,2
6,-10.412259518415098,-47.46393346939638,228.3532282668652,340.2338494942577,961.059184532865,20.79940536561845,77.3003245103773,28.554800588218576,4,1
20,-79.76869727177008,-53.4540150321386,68.40331690813429,4.763939929470684,1049.5716879788065,31.555442406944096,65.7037331004536,360.7354155366121,5,0
8,86.12900364092235,49.48690639594432,243.0433953321317,188.9880786726704,964.0887291366736,6.251118831875832,66.46719968731661,397.52510794918567,1,3
6,15.918040154956472,166.14605038565492,116.72261975281266,279.027596623615,1002.3928710004028,35.86505812369606,60.88472575933754,180.68843263181063,3,1
17,10.25137649955154,171.43545808671587,137.97990191667108,265.0208458256881,942.6644149700836,36.2120435713212,99.36519235031342,475.6340827157022,2,3
3,28.043330381949573,74.59421272811468,208.38075183856307,132.32677936967346,992.1943433876064,13.741164575694503,63.12392312486891,416.0929264964833,1,2
13,-0.5357434001028025,91.65829162908732,182.97926111449956,192.8333922612528,930.994963292765,10.015743758286083,25.789042160318097,131.54895507600617,4,3
17,-84.22856692298251,22.824783350289948,228.61198248721144,2.0078260876348164,990.5409983474418,18.759704500082663,45.775571048847546,196.66860224630184,5,0
8,20.21603199127142,92.0792660876395,130.11475015535444,192.5388970926232,1030.2285357881972,0.0092200192628713,82.45419126266158,454.1057442575847,4,3
20,38.9112978521575,129.52067578937874,124.65763273523172,212.54444150379183,902.8856687168832,14.810479880710355,70.2764157187874,416.2331549946205,4,3
1,-14.985169087670428,-5.00569084979162,56.33776990826394,314.9248815331959,975.687961430902,34.84103974538932,74.71581952370708,403.5291820105074,1,1
19,46.313202972814736,43.15041461883709,142.5450753339316,75.86541713163652,1047.3555936534597,8.258799945336708,93.7444983553408,485.6297801154444,1,0
14,-49.13976611908429,13.43401028389718,194.81415406582173,297.0524564668111,923.889378367248,26.802439807703458,55.50242302358345,37.20522549776001,1,1
6,-50.17021360808688,22.48942087032381,110.2357435252432,258.50394387191096,927.5118492073332,21.156136777166616,21.561764033173905,31.318241531523014,4,3
11,-60.94494221623669,140.4172475546187,142.54530273476828,239.77111135895987,970.6235581652314,3.069506312685608,99.2072002808298,217.50471635041055,2,3
7,-23.04094323795087,-51.97794112599473,93.8795536970556,141.9796167482735,1030.6489770490364,16.58826905864327,56.36622118141513,456.3491358905549,1,2
14,62.46216637003505,-105.05375078377529,204.55756117429212,132.27637731755422,984.4139414155673,32.62955808089726,27.80893000032747,266.7643358096431,5,2
2,59.02417118683158,-15.739160301493513,62.10231226822942,253.17404007616267,976.3062966855877,17.745944282047542,63.88672829271998,466.8163913792397,1,3
13,-21.09164256656932,-105.08933142674454,191.0766110000997,356.4803571307926,913.0135588656932,24.842220438052813,67.21625405207982,77.65744891471005,5,1
16,16.041372476442575,-0.5758467616731195,125.7880023489967,145.92735330433362,1044.2979021862022,28.76946060830125,65.1466733450387,368.6101250162504,1,2
3,39.74693696548482,145.26291792854113,58.31921387742416,330.69591993481777,952.0673897219548,-7.530018502899668,97.19343448200488,161.2454828873029,1,1
17,-46.58278056695586,42.276067373692,220.6939174583572,211.1562296511877,937.7710728221344,-7.437279882530886,45.57083461821485,338.59620930649623,3,3
7,-59.734604538945526,127.955827189108,147.54437263623305,312.5396352851501,961.7615917114578,-4.252000880265907,22.761050127561752,214.14272843576865,2,1
3,84.97727877821598,-120.17126893841576,169.8637939232258,78.188560935096,962.127324255873,-1.8499832417024216,93.58017903206964,151.90871454495252,4,0
1,21.16031637773133,144.31449331338365,196.40613830489136,274.40354690801564,968.7799663092088,30.57213234527133,35.29908551878836,427.6854874822956,5,1
5,86.65482993005949,36.64337918656168,181.01488660023776,300.579663867057,1003.2807302818748,11.779302181090388,79.95595042588586,194.83688887516317,2,1
21,-29.203922316198764,-168.56647605342727,196.17137416292232,299.58089036447745,1030.19198529217,-0.7368626152115727,36.32077465589831,114.13276150322038,3,1
9,36.54570599534367,47.92282390261326,202.45633691557157,282.4960963318304,908.5969320190284,16.590110295436297,86.31803588112223,75.55331950329203,3,1
3,-49.93134542257721,162.50290425393047,167.8303061129222,109.5104267037759,973.6152847000058,28.16701157375114,92.51060321527169,88.57871765616454,1,2
21,-42.98396917069567,-151.49987982886967,123.12756618155134,187.90207912199745,962.0967187239108,-2.9968160577501037,28.428536363490224,261.19382609828085,5,3
17,2.142381828532322,29.68420696904596,98.62842994326851,107.89372086295384,901.6320169228236,7.220127967386645,31.781963645280868,27.033542848839687,2,2
11,-32.46873740854718,149.5722970330973,230.58064733055744,123.46772641513662,1022.4734176353752,-0.2815075809141945,94.02310035022516,37.79349374961826,5,2
1,-59.8281185086948,-176.50973939962515,243.98496892764405,108.43879809175289,915.6469801681084,22.31874551765236,81.65635233186455,225.7628001204089,5,2
9,-42.68147364192132,47.12865352769634,121.53255101964176,102.32173728059033,917.2122014260508,-3.158253391058976,23.11174978016336,350.42985927746525,4,2
3,-83.56528899614436,-9.035174940853436,72.46214581446004,249.6318021030832,907.2447627077556,29.054783346633144,34.575959453681776,344.5642205535864,1,3
13,36.7962518659476,-55.08384528650018,94.50746542328623,234.0949317532623,930.0632450721724,0.3911502179087289,52.96609730454037,449.7586578628743,3,3
15,-1.4190017245449127,45.913136380335374,184.1334691974379,73.5351244643247,926.5224422331748,-7.069900205349279,89.13586843553377,253.08339752507223,4,0
14,-73.03624804718538,-161.0272459485299,84.58667399166615,248.94673923601223,952.1798754132742,35.543430996002584,32.08460543539621,109.0055225873246,3,3
7,-59.09508123687158,91.10269666346407,206.0244546121976,104.78469453881203,998.8905591376543,6.66061585162204,77.93121154914077,400.24808747423407,2,2
13,-71.54378313972407,-178.38738830890526,234.6060479749427,72.61860043792882,908.144134144272,15.137270275924916,26.697146910419463,73.7643105841287,4,0
22,20.266705489657767,-69.5031322347532,242.73030301576944,269.0106769446939,1029.041364026218,-4.950391658930899,57.37351771700628,336.7977135883423,3,3
7,-73.04213454975113,1.425109566484224,51.86510119497814,130.63251341117885,948.9867923034834,13.973083153190489,78.31952497345988,349.4165024650059,5,2
20,45.77081994633889,-44.2719897960414,241.6308329908833,204.96618875687895,990.9910996607888,1.1281400836851727,25.17707426998332,96.6695974044874,5,3
15,-86.30803452232959,-69.30866332599031,198.03888382592356,72.0446257676255,901.8007668316131,32.01892501310368,36.339097397125485,27.39064558286802,1,0
12,-45.11235816073942,119.1006523685146,66.81004645276045,220.92978143733117,954.871187260255,25.687722181349187,83.34472630142164,93.85497581429031,3,3
17,70.32000166054328,156.53972673788724,133.0480937557453,74.8776364517954,900.3076367858052,23.165299424997727,33.081484383623675,396.7650055753509,4,0
14,39.3356372620043,134.53656656611992,190.0090949159018,60.0756924360965,924.8187410365824,29.063068043469457,73.40285802650878,417.2204974852722,2,0
20,-76.86570007337622,8.075272697999878,241.33709853220984,139.15028584263956,967.1775645706978,4.685909413244941,71.37493497102378,130.97450679117068,5,2
23,57.80269880733235,138.29910306965388,82.82827872227851,284.42226218936963,980.2631132924624,12.682439649105678,61.631499569829714,259.85423022629175,4,1
12,-1.2536781227631335,151.51016346535573,75.5466563853908,63.55236537361716,922.9392899582018,-5.671467821969946,36.1368432126386,28.18629694668101,1,0
8,62.42094489038925,-32.674177062913685,144.4694106523757,42.12956430488696,1011.782441642348,-6.610777917747121,53.355213395170566,96.94808472525706,1,0
14,18.133159401070813,-77.95949057803965,243.61977874769784,11.393169286253713,928.3505498280908,6.45457648740507,69.74144912892189,283.4060992328946,2,0
12,32.729945765914565,-144.62452590720468,244.2758430516021,149.74767235095425,917.3767638235586,31.13726092330208,90.53794189799336,116.3842675014174,5,2
0,88.83028087122747,-7.526908422277557,95.58294821058186,101.5290233628877,950.013676914176,19.883252431995672,83.8284116759908,25.468517649987643,3,2
6,-48.179601733676726,160.6668913578389,113.86942959429147,105.15904222042754,982.714299549143,11.22551015544223,68.58757237382284,444.7423626350608,3,2
8,22.31020345704991,21.92671010533357,231.6063971289309,353.4990994062531,1048.3352724629622,38.34951191203433,38.27767646429034,116.20866767269756,5,1
23,-7.142149789668295,60.32235664302178,196.9682981704128,69.88442504580762,962.8073594452726,12.108474602129096,37.335949056412446,388.33136731937327,2,0
0,-82.89864847391554,-139.36182534293488,244.46328573152363,165.03373818698952,963.8994625863166,13.443963664378654,85.11098104093467,211.2042920029141,2,2
11,-87.3952845294843,-128.33292090878774,228.6296726031109,355.09254164604187,908.9000205174782,39.62648387076061,73.15376811023167,352.88395494529703,1,1
7,-68.53885599278544,-12.789625694517897,93.01921006274868,11.022498943924642,1014.8729509738956,-3.4318643055112528,48.64484161600184,178.14956138563142,3,0
23,26.836513296938666,162.45532763414127,201.94537188253668,250.7966800831298,927.2674502791564,2.780695952846454,97.7184998176359,301.3433948539187,1,3
10,12.089355824410603,-50.11752902704959,59.71304631202332,133.58986281123114,1011.7205346818068,12.665344044452825,91.18086219776112,328.2865272927222,3,2
18,9.617321009470942,135.89425487431208,213.5665557482948,326.195140900236,1036.5925316594912,18.564605801896462,73.72093588471714,61.81193746431585,4,1
16,-84.26578274491318,-136.69610636674386,170.3113524889216,328.2989175817466,1015.2331143137042,-2.5958767344129905,49.53837711530121,441.9447483847396,4,1
7,-5.525460655198728,42.12619449613564,241.22019252729237,139.39658493814403,996.3680130618322,6.441128792514782,44.70052676230006,176.45568965284687,2,2
2,76.43210721165514,36.220671687786535,242.0064910938157,79.72684750089515,990.5874443232944,1.0131904247085242,95.15070489703442,393.63611251574105,3,0
2,-18.433463524083606,129.55491002529664,60.16302180487105,154.08123778829528,968.0449338621812,32.49480225194284,55.47729244125716,276.21470690479026,2,2
0,22.486044561922142,-178.80598641423546,82.10429711115357,347.5102588611831,921.6814042674564,31.730996477704583,84.00137239457077,91.54840778073492,1,1
4,50.36736161216584,-111.62459980887402,146.84140946373833,101.30349208336324,1016.8257913682628,1.9918607722644843,95.17776634066696,177.63998894184053,1,2
9,51.10655024553978,-100.91245484538658,225.89870498922983,353.2744073638917,971.598340558889,11.746310182347973,59.36053571795418,42.63855141696021,1,1
6,3.470414831148844,161.98779171266546,212.8890284592113,294.9809392068577,993.8468734703466,22.58212273866983,72.24867243805146,135.7302206509249,1,1
8,64.43135017242054,-124.67028374283782,242.87400527035572,96.28283935302846,956.1022843370164,-7.591841200567686,26.900426738954177,103.56391922527764,4,2
6,-19.55194319452555,-166.69355392059828,173.61682342226817,284.78500814984443,930.1084079520652,34.18040598638444,72.20651314088082,136.90349057923774,2,1
8,69.9647786612637,12.406138107050907,101.31270391232412,17.927799527565732,1020.9762695682392,15.551185000614616,37.20668235680107,401.5515809606658,3,0
7,-46.75911004880184,10.281046476125397,55.02132790103546,197.30281555958135,951.3599708360686,1.3269451432795432,73.64202075663377,40.02065367835827,3,3
11,-39.56104674169721,123.85690753243114,94.5852981441098,128.64569010076332,1030.0020043457118,9.83775088476458,28.08364369369082,316.0077612561927,2,2
1,-80.43828764417981,161.58947406400875,185.0546395907249,153.69695941813487,1044.8587353784023,35.08352104846566,59.6166553616212,176.85046850933594,2,2
0,53.20473057761092,13.87635917044716,235.25496466860264,170.22756170673273,1024.4982790810554,-8.760840546740003,61.6813518770497,241.88415190722827,2,2
15,-14.930057478113,154.79790567107597,114.18073346165296,180.97659367173503,919.2207067936276,-2.8604720235897627,58.68155130187884,106.4068507861603,2,3
22,-48.75900949594817,81.05729446793868,225.14086605785909,236.30841881603536,1028.2516391036163,-0.3630579725249792,80.53793220560524,476.7685764059449,1,3
22,-48.277750029015664,-84.75871392158939,128.9796496682313,250.83973000161464,977.9036738119848,-6.994387794517695,80.36164807649631,331.8195232787121,5,3
23,72.25198942126198,154.2314559398135,111.65424987371006,351.2534531826586,936.211740134647,1.262788798966156,76.51022800070173,100.93500788898156,3,1
4,60.10498808298664,60.27954342547491,151.76884856116362,274.6003207408132,913.9734050439218,30.85779823830363,70.53044076407392,245.21364283011533,3,1
2,9.635559364293002,-30.925464212651832,138.45469848192306,247.60719925804844,941.7764758694872,16.353836577207524,92.35137177724498,77.6643767228915,3,3
11,20.89994407482979,64.88715042609505,232.75997370340363,141.28519821505682,920.6140623264322,20.271641758444503,66.05110762159367,454.7557590901792,3,2
7,-4.621397300947621,-35.52738201224969,143.6513894816253,42.410903215408325,903.8466873302148,-2.205747343878153,47.865723643745184,235.46729434016868,4,0
21,-19.50002228181441,-138.89384352433467,105.4670774446151,21.16383100044057,1048.164652367116,3.915760851034669,24.73510512030927,36.963338158962245,4,0
2,74.78583861929965,78.83234898368391,218.51311550038076,171.96649571705208,1024.731337260454,35.874411798008694,62.865195937224726,75.42896355221323,2,2
0,-67.38971336634563,116.67154038146776,249.74990233191332,240.572416545814,1010.842389464529,0.5220013970028727,38.2193742169164,248.9326012549512,2,3
2,-14.679577851078976,82.37023164697956,179.6342838362648,234.05754645302895,928.952065678992,35.33718085884168,50.95700312307553,98.28347714986609,4,3
4,-27.97885656218244,-97.51871960759644,100.09227378727172,343.0301112630425,904.1604658426272,23.160685069940627,23.995680843192115,355.54912658387826,1,1
14,-0.3328703547933003,164.38860485194067,97.76301540263586,137.67479036724234,972.7805823862036,15.138634433242077,71.2701343987594,212.92730646457835,2,2
13,-7.626262581868488,-170.90835779118387,61.541339243051965,226.0021727662569,1011.2541644904484,-1.3025340387539843,90.93514206320732,282.1833559072124,1,3
2,3.40011569719465,-60.2332929447694,65.45860770281698,319.6345758768882,1044.4256045039645,23.680019766200104,46.01127895415687,309.0853196467496,4,1
0,-64.81458409914106,-86.36672356743762,232.9966190365525,145.46799236807863,1026.5825532904732,34.3198655568868,84.3901035282696,474.02268485512144,1,2
4,2.365470272389871,-162.67455805865364,69.2974214099101,171.98753502624686,1034.0253533991836,-2.010957391384518,30.104387286615435,466.7838495731698,1,2
22,-46.36461350030204,-33.93731052407935,146.86876965535578,332.2702425279172,935.7994121611542,-9.691037480990468,77.8510466706166,187.93573769370164,1,1
13,-56.820357182125576,44.32134245859882,189.6243559386357,198.0871030908409,923.2989026435054,27.003056628070237,26.38081868702644,447.90165704806645,2,3
6,-78.32984061848558,137.71903085463646,220.07095655472065,287.85957777543314,937.1672655140056,20.02303854978156,40.69048081655437,496.98851332838245,1,1
8,47.27746057610537,176.28829782892922,84.25419005074545,336.8245810401976,920.786920988754,15.15437171429527,48.81930050327416,439.9288348694227,2,1
14,-13.0604542458192,110.91225110558332,137.55573582507137,205.58089388016072,1019.7725735567687,12.802294377161804,32.54307217760007,25.4124162755211,5,3
14,22.795862996116497,-11.275013263383071,100.29603900275548,39.30730883798602,1035.456459144874,14.879823203649682,34.75978592438382,163.57170318651555,1,0
9,40.96680179485381,80.53359334813103,101.16461799332032,295.81198335878,946.101303939258,8.72915883533009,75.91405282505411,54.82983881962855,5,1
12,32.27699975643964,123.70456389227064,110.76786149733518,294.4015795426693,1031.5389274408626,-5.883413674983925,27.661424401137573,341.9867078304281,1,1
18,-5.309870563857189,-12.489409289274704,167.42324288369346,41.39466996366554,908.255277023837,28.78619807294224,94.7125977113844,174.77771025140376,5,0
6,-20.17826478868864,102.61959624917996,53.31549433711764,197.322534581602,1001.6034809440764,13.391695570854754,81.4690231239641,94.27075307784082,4,3
16,-22.32721626468053,-6.245129407364374,131.75325726310558,175.35082876283678,979.1239814843688,31.24771779775773,48.53869432873444,103.61267453857552,5,2
19,25.20878344741014,-40.86144328437982,87.36602704655851,304.9786557743023,941.5114943429674,39.111037364062994,70.30086526390491,187.5680923541901,5,1
3,-0.9370161104627924,9.392701602154034,243.42370170252696,98.86601968475937,1015.2301643012156,-1.412497272942284,77.5532856065766,297.7781047521537,3,2
4,62.843804637931896,63.307705545772166,166.54583185006206,153.45997498296032,931.8070922170092,29.67419074583598,67.55874083458464,340.473417228165,5,2
22,67.44635717880817,81.67754027469505,223.6190937660645,217.72477610608817,962.4224231141334,38.87591017102513,69.46058371557717,10.86902311900234,5,3
6,-59.29913195882668,-51.57494319884117,89.1379973539224,186.20826935076656,1006.4789004109324,26.221850995120867,93.2775116867046,490.6040323427347,2,3
12,-65.47794272176938,25.675290560172527,212.0031398647576,343.81233888967864,950.7343471712792,2.2984455102251697,90.4875215525328,20.374660568029118,1,1
14,23.47216668647991,147.55351466896093,132.95649226104666,345.8366379838055,1028.3040278384588,34.824288488425104,93.10439839524211,490.0782419736642,3,1
10,-35.7793653487897,171.4726440398303,85.53893776988048,29.366096682385034,1029.814051595946,29.661138278570057,90.81686934116622,134.44202497491688,2,0
3,-86.65727062228221,-98.19068717377638,202.24904047764656,107.2249172261408,930.3795629592028,12.465471075467056,74.83147973597957,446.1348943135016,3,2
12,69.95568048533192,-110.58078034319708,202.4022195230562,2.712533656165479,966.058498299762,18.6283830628503,59.34043302908001,440.0786019796166,1,0
6,-49.15786189611451,63.60682803431345,249.1775813728122,150.42972546168593,964.8018964934668,26.096109133281715,58.990686759950506,242.04149567783512,5,2
18,77.27051730344564,-30.71380110356023,206.1874523596328,238.370059037257,961.5067702951194,-3.773964426990592,81.7249110445572,375.5660299318487,1,3
21,39.13820115808565,-171.27995816947066,79.05344958542557,169.66252119091138,975.2958207279418,36.349196873015416,93.91633693634849,332.2938914760034,5,2
1,47.27762818406717,-55.12972656697771,114.50894835714564,24.185474481651617,911.1549471128054,39.37220561202448,27.0447599224783,410.95615512081616,3,0
9,-53.73693075723112,110.42810765001076,140.3453834582292,70.54424550009465,1030.5074993001283,6.526623267711987,90.14609602945076,278.02968625738526,5,0
12,-47.84500338897367,107.07369493794572,75.33056114195901,62.384885388160725,943.4872167529668,25.75424858466318,87.97427198899598,168.28468567539923,1,0
20,3.828195688331832,-1.9133464260305288,207.6077948895628,184.0061843132125,900.2718590180718,11.06523625261541,27.00721232742886,208.75575561926064,5,3
5,-59.022026523024806,-9.871943440487286,155.3397075825173,243.96480566744137,1002.7655899003516,-8.613242675250861,72.52377133066014,69.6847678075258,1,3
11,-35.02229531705419,28.62267927637589,238.8899138191507,113.87715233422264,997.5708125641312,37.93584417624832,97.7512196369794,143.48380226838643,1,2
11,-32.136753969395194,-101.01718419711264,167.86162890516405,46.9656231637088,1047.474331990144,-2.883913804203533,88.13259636005647,483.6980461488181,2,0
19,-61.26661201450246,9.375704960743974,154.5798167476508,287.49515330612485,1007.8870821611168,-6.252824099280831,25.02741533821257,214.6401381929266,1,1
10,-53.06708998887107,-176.02331037960658,64.28503058657287,309.0102612537336,949.9059162234416,31.859459096717835,94.0149458854236,356.7508403035952,2,1
22,51.93933156148617,-8.798560278071875,79.86918098891556,99.53575684011024,1042.8926327697611,-8.30662435993398,33.846792398261684,155.40963546423802,4,2
6,-59.90474618149169,-59.02162334978668,219.90521535283025,151.4691728500348,954.8018698893552,24.39435222405485,25.79805962662101,359.76543936457387,2,2
0,-84.87766946809396,62.953058125317455,248.13519556516167,29.49519694552755,1023.1867028861396,36.503802686023256,38.22713442842375,238.4099476736069,5,0
0,23.28388967320892,49.80729029494592,133.0358271796539,81.97101474982556,950.351110386778,10.30933086160585,58.65909984077226,394.4186996588604,4,0
19,85.67696149064099,-42.89908313418877,212.0172167449858,276.1201360980663,907.30624702353,-6.582426842632124,85.21801876828374,199.6165076169116,2,1
12,-30.381513367838156,-177.38172666770703,175.51715326613035,131.471240258715,1010.0677291491533,0.9146235038898816,41.36953219321222,482.20545512566775,2,2
8,-68.64197342467459,-89.18149341781424,241.81185473434272,217.6892155446308,952.5316396127798,37.41620570146367,51.22017053588784,92.09862792876334,3,3
2,12.669718566155538,48.00522606809841,97.62744708881866,340.6264129379822,950.8331548552928,13.269301895749088,31.28625784140337,252.7343686691146,2,1
6,73.14375799721631,-153.94559651369838,158.9671486015886,260.509624495594,1007.377744029975,17.067999606641933,43.32410542863435,82.15152139442472,4,3
5,51.131120369126194,-141.24872813995302,131.75916366851914,163.2427864609512,948.3056791605088,-2.196944786955842,92.16562301588846,131.59453317391555,5,2
7,22.052856314288874,52.93260884415139,158.34319518860303,132.07691173167854,917.7019056319537,35.90084495809321,74.46347988639148,259.6373729529841,2,2
8,-33.28983061063211,92.07626434174524,103.77161668377104,68.5897253859476,960.6765377858408,15.856517948898134,73.91392141165483,87.60441056873358,5,0
4,7.538431189719589,-64.24210511542364,149.5492325431488,272.21042627300744,1023.576605932325,16.44303208720194,39.98723063238332,54.12771092902669,1,1
0,-73.57592856523404,-3.717696414037732,174.96082934495303,40.4730788974347,919.530673200969,18.802362353389565,31.697210467980685,423.66950828460085,2,0
18,32.210176370520585,160.4560913941171,66.24317679989842,22.101728536382566,983.1721163645756,28.368753817018906,90.99425272446436,182.76764007981623,5,0
9,40.517283401577146,160.39568238334903,198.59745096152463,37.73832309506149,919.8388940915572,0.1476496303243575,95.491728612886,355.7522794290492,1,0
11,83.70569212378538,-69.29900119316517,191.30459263208343,87.44593927130242,907.3774272659224,37.11647736105577,24.28658662455333,239.75648184156336,4,0
23,-43.1284754258871,111.59563500615246,226.09152029029704,225.7644293532184,956.806466184794,-1.229748407665202,62.41294693712387,373.0738687720574,1,3
14,-86.67784457225592,33.81985901046917,135.1713103619851,310.0788480016213,998.6824974495396,-0.1292498519449036,55.18558735757669,130.9139226473093,1,1
21,8.20952359688711,171.1744176061368,62.333826522943546,357.34406510199653,941.2480999794412,-9.37959112185256,79.07227899066558,49.49044953627879,2,1
23,37.2222907914266,-8.05911490400527,142.29222580433736,263.3342932116118,966.8596721606126,-9.015788935178604,44.14358730062987,261.2226676679456,2,3
8,52.27334565893784,98.89447248560214,77.52183441239228,52.55175444502332,973.6996387114684,11.442081958381891,69.64620257577596,317.40063541274526,5,0
19,-55.12699205553409,96.52936666135356,179.48936270436354,99.97371292661644,1026.1935422012843,-0.8514125429631729,26.606619783816605,474.4690011691215,1,2
